group,Location,Account Number,Account Reference,Supplier,Account Style,Data Type,Opened On,Replaced On,open,Updated On,export_months,export_qty,export_tco2e
Cleanaway waste,Unallocated Cleanaway,49198127_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/08/07 12:01,1,4.7,0.0
Cleanaway waste,Unallocated Cleanaway,49199714_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/12/11 17:24,6,2.6,0.0
Cleanaway waste,Unallocated Cleanaway,49200211_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/12/11 17:24,6,9.7,0.0
Cleanaway waste,Unallocated Cleanaway,49200222_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/01/08 13:50,6,0.4,0.0
Cleanaway waste,Unallocated Cleanaway,49200233_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/05/07 10:58,5,2.1,0.0
Cleanaway waste,Unallocated Cleanaway,49208003_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/04/08 15:10,1,1.2,0.0
Cleanaway waste,Unallocated Cleanaway,49208621_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/04/08 15:10,2,2.7,0.0
Cleanaway waste,Unallocated Cleanaway,49208885_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/04/08 15:10,6,9.6,0.0
Cleanaway waste,Unallocated Cleanaway,49210561_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/05/07 10:58,2,2.3,0.0
Cleanaway waste,Unallocated Cleanaway,49210571_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/05/07 10:58,1,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,49211155_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/05/07 10:58,5,1.8,0.0
Cleanaway waste,Unallocated Cleanaway,49211486_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/05/07 10:58,5,0.4,0.0
Cleanaway waste,Unallocated Cleanaway,49211508_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/05/07 10:58,5,3.5,0.0
Cleanaway waste,Unallocated Cleanaway,49211960_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/06/05 14:03,4,4.5,0.0
Cleanaway waste,Unallocated Cleanaway,49215663_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/09/07 16:22,1,0.2,0.0
Cleanaway waste,Unallocated Cleanaway,49215817_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/08/07 12:01,2,0.4,0.0
Cleanaway waste,Unallocated Cleanaway,49216071_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/08/07 12:01,2,0.3,0.0
Cleanaway waste,Unallocated Cleanaway,53765916_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/04/04 14:41,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,53788235_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,30 Sep 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,53993444_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,6,4.8,0.0
Cleanaway waste,Unallocated Cleanaway,53993939_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 Jul 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,53995438_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 Dec 2023,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,53998348_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/04/09 09:39,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,53998767_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 Dec 2023,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,53999540_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/06/07 13:03,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,54017879_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/07/08 16:57,1,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,60316405_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,60321630_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,63206_Oily Rags,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/04/04 15:03,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,63575_Oily Rags,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/06/07 13:03,1,0.2,0.0
Cleanaway waste,Unallocated Cleanaway,71042_Oily Rags,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,30 Apr 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,72687_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,30 Sep 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,72729_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/10/17 16:00,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,73364940_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/05/08 13:10,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,73385187_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,30 Jun 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,73445378_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 Dec 2023,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,73464336_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 Aug 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,73472405_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 Aug 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,73491815_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,6,2.6,0.0
Cleanaway waste,Unallocated Cleanaway,73535903_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 Dec 2023,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,73563766_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 Aug 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,73570292_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,4,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,73573377_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,3,15.4,0.0
Cleanaway waste,Unallocated Cleanaway,73580333_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,6,3.8,0.0
Cleanaway waste,Unallocated Cleanaway,73596491_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/07/08 16:57,3,3.9,0.0
Cleanaway waste,Unallocated Cleanaway,73606598_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 May 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,73614997_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/08/09 09:34,6,0.9,0.0
Cleanaway waste,Unallocated Cleanaway,73615008_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/08/09 09:34,6,3.9,0.0
Cleanaway waste,Unallocated Cleanaway,73615019_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/08/09 09:34,6,1.1,0.0
Cleanaway waste,Unallocated Cleanaway,73620310_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/10/10 18:17,6,16.9,0.0
Cleanaway waste,Unallocated Cleanaway,73620618_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/10/17 16:00,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,73621280_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,30 Nov 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,73626448_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/08/07 12:01,1,2.2,0.0
Cleanaway waste,Unallocated Cleanaway,73633547_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/01/08 14:17,6,2.5,0.0
Cleanaway waste,Unallocated Cleanaway,73633558_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/01/08 14:17,6,3.4,0.0
Cleanaway waste,Unallocated Cleanaway,73634231_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/01/08 14:17,6,2.2,0.0
Cleanaway waste,Unallocated Cleanaway,73634253_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/01/08 14:17,6,1.1,0.0
Cleanaway waste,Unallocated Cleanaway,73634275_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/01/08 14:17,6,2.5,0.0
Cleanaway waste,Unallocated Cleanaway,73658148_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/07/08 16:57,3,2.5,0.0
Cleanaway waste,Unallocated Cleanaway,80499057_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/01/08 16:30,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80527637_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 Oct 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80554311_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,6,7.2,0.0
Cleanaway waste,Unallocated Cleanaway,80572244_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/04/09 09:39,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80598795_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,6,6.2,0.0
Cleanaway waste,Unallocated Cleanaway,80604351_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,6,49.0,0.0
Cleanaway waste,Unallocated Cleanaway,80611802_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/04/04 14:41,3,9.5,0.0
Cleanaway waste,Unallocated Cleanaway,80635202_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,6,1.0,0.0
Cleanaway waste,Unallocated Cleanaway,80638861_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,30 Apr 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80663121_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/08/09 09:34,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80663528_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/01/08 14:17,4,23.5,0.0
Cleanaway waste,Unallocated Cleanaway,80667000_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/01/08 17:23,1,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80672279_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/04/08 13:07,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80674010_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/05/08 13:10,6,2.4,0.0
Cleanaway waste,Unallocated Cleanaway,80676204_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/10/17 16:00,3,1.5,0.0
Cleanaway waste,Unallocated Cleanaway,80684734_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/07/08 16:57,4,62.6,0.0
Cleanaway waste,Unallocated Cleanaway,80685043_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/07/08 16:57,3,2.8,0.0
Cleanaway waste,Unallocated Cleanaway,80819865_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 Jul 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80823645_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80856701_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,6,18.0,0.0
Cleanaway waste,Unallocated Cleanaway,80868328_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 May 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80913927_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,6,16.6,0.0
Cleanaway waste,Unallocated Cleanaway,80914081_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,30 Apr 2023,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80920639_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 Oct 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80929556_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,30 Jun 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80929931_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,6,2.2,0.0
Cleanaway waste,Unallocated Cleanaway,80940865_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80942694_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/04/04 14:41,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80943719_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,30 Apr 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80946948_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/04/04 14:41,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80947257_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/04/04 14:41,6,21.3,0.0
Cleanaway waste,Unallocated Cleanaway,80950112_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/04/04 14:41,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80955403_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 Mar 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80956229_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,30 Apr 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80965477_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,30 Nov 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80968397_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/01/08 16:30,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80969170_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/10/10 18:17,3,0.1,0.0
Cleanaway waste,Unallocated Cleanaway,80971826_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 Oct 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80973876_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 Oct 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80974658_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/01/08 14:17,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80975375_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/01/08 14:17,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80981073_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/02/07 17:37,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80986507_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/04/08 13:07,2,0.2,0.0
Cleanaway waste,Unallocated Cleanaway,80989097_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/06/06 12:05,4,13.3,0.0
Cleanaway waste,Unallocated Cleanaway,80994510_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/07/07 16:51,6,11.3,0.0
Cleanaway waste,Unallocated Cleanaway,80995942_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/08/08 18:14,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,80995953_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/10/17 16:00,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,81004010_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/12/11 16:02,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,81004528_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/12/11 17:24,2,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,81004540_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/12/11 17:24,2,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,81004605_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/12/11 17:24,3,-12.4,0.0
Cleanaway waste,Unallocated Cleanaway,81004661_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/12/11 16:02,2,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,81004693_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/01/08 13:50,1,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,81009653_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/02/06 15:19,6,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,81009907_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/02/06 15:19,4,34.2,0.0
Cleanaway waste,Unallocated Cleanaway,81015407_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/04/08 15:10,1,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,81019926_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/06/05 14:03,3,4.4,0.0
Cleanaway waste,Unallocated Cleanaway,81019948_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/08/07 12:01,1,0.1,0.0
Cleanaway waste,Unallocated Cleanaway,81020070_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/06/05 14:03,2,8.3,0.0
Cleanaway waste,Unallocated Cleanaway,81020323_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/06/05 14:03,6,12.4,0.0
Cleanaway waste,Unallocated Cleanaway,81020356_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/06/05 14:03,6,11.7,0.0
Cleanaway waste,Unallocated Cleanaway,81020367_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/06/05 14:03,5,77.3,0.0
Cleanaway waste,Unallocated Cleanaway,81020377_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/06/05 14:03,6,36.2,0.0
Cleanaway waste,Unallocated Cleanaway,81020388_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/06/05 14:03,6,60.9,0.0
Cleanaway waste,Unallocated Cleanaway,81021965_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/08/07 12:01,1,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,81022781_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/08/07 12:01,1,0.5,0.0
Cleanaway waste,Unallocated Cleanaway,81023045_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/09/07 16:22,1,0.3,0.0
Cleanaway waste,Unallocated Cleanaway,81540464_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,30 Sep 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,81561472_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/01/09 09:44,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,81573453_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/08/09 09:34,4,4.8,0.0
Cleanaway waste,Unallocated Cleanaway,81602232_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/09/07 16:22,1,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,82147404_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,3,1.5,0.0
Cleanaway waste,Unallocated Cleanaway,82156861_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,6,6.0,0.0
Cleanaway waste,Unallocated Cleanaway,82166538_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,6,3.0,0.0
Cleanaway waste,Unallocated Cleanaway,82200663_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,82206878_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 May 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,82217063_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 Jan 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,82224062_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,82242634_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 Dec 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,82248839_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 Jul 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,82259432_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/01/08 14:17,6,4.0,0.0
Cleanaway waste,Unallocated Cleanaway,82263377_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/01/08 14:17,4,0.4,0.0
Cleanaway waste,Unallocated Cleanaway,82265781_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/07/07 16:51,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,82268151_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/02/07 17:37,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,82278401_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/05/08 13:10,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,82278743_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/06/06 12:05,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,82288056_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/01/08 13:50,6,1.1,0.0
Cleanaway waste,Unallocated Cleanaway,82289908_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2025/12/11 16:02,2,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,82305405_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/02/06 15:19,6,38.2,0.0
Cleanaway waste,Unallocated Cleanaway,82308557_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/04/08 15:10,3,3.1,0.0
Cleanaway waste,Unallocated Cleanaway,82311743_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/06/05 14:03,4,0.5,0.0
Cleanaway waste,Unallocated Cleanaway,82311754_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/05/07 10:58,5,0.6,0.0
Cleanaway waste,Unallocated Cleanaway,82314277_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2026/08/07 12:01,2,2.1,0.0
Cleanaway waste,Unallocated Cleanaway,83003971_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,30 Nov 2023,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,83018145_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,6,48.5,0.0
Cleanaway waste,Unallocated Cleanaway,83018178_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,6,12.8,0.0
Cleanaway waste,Unallocated Cleanaway,83018432_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,,True,2024/03/12 15:06,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,83027569_General,,Cleanaway,Waste (general solid) to landfill [t],Waste - General Landfill [t],,31 May 2023,False,2026/04/02 17:22,0,0.0,0.0
