Location,Virtual Account Name,Virtual Account Link,Relationship Link,Rule Name,Rule Formula,Variable Name,Source Name,Source Link,Source Apportionment,Effective From YYYY-MM-DD,Effective To YYYY-MM-DD,nz_copy,source_style,source_supplier,source_location,source_replaced_on,identifier,targets_on_same_source_link,targets_on_same_source_name,source_number_at_n_open_locations,open_accounts_on_identifier,source_months_with_kwh,target_months_with_kwh,source_kwh_JulAug,target_kwh_JulAug,target_tco2e_JulAug,target_kwh_MarJun,target_tco2e_MarJun,target_factor_JulAug,flags
North Ryde T1 - Level 1,50002617971_4103737729_CERTS,6403538,147,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617971_4103737729,6181415,100.0000,2026-07-01,,False,Electricity Large Market,Origin,North Ryde T1 - Level 1,,4103737729,1,1,1,50002617971_4103737729,"Mar26,Apr26,May26,Jun26,Jul26,Aug26","Jul26,Aug26",1524.0,1524.0,-1.01,0.0,0.0,LGCs NSW 24-25,OK
North Ryde T1 - Level 1,50002617973_4103737079_CERTS,6403537,146,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617973_4103737079,6182734,100.0000,2026-07-01,,False,Electricity Large Market,Origin,North Ryde T1 - Level 1,,4103737079,1,1,1,50002617973_4103737079,"Mar26,Apr26,May26,Jun26,Jul26,Aug26","Jul26,Aug26",1453.0,1453.0,-0.96,0.0,0.0,LGCs NSW 24-25,OK
North Ryde T1 - Level 3,50002617966_4103742939_CERTS,6403540,149,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617966_4103742939,6182731,100.0000,2026-07-01,,False,Electricity Large Market,Origin,North Ryde T1 - Level 3,,4103742939,1,1,1,50002617966_4103742939,"Mar26,Apr26,May26,Jun26,Jul26,Aug26","Jul26,Aug26",11495.0,11495.0,-7.59,0.0,0.0,LGCs NSW 24-25,OK
North Ryde T1 - Level 3,50002617975_4103742938_CERTS,6403539,148,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617975_4103742938,6182735,100.0000,2026-07-01,,False,Electricity Large Market,Origin,North Ryde T1 - Level 3,,4103742938,1,1,1,50002617975_4103742938,"Mar26,Apr26,May26,Jun26,Jul26,Aug26","Jul26,Aug26",16161.0,16161.0,-10.67,0.0,0.0,LGCs NSW 24-25,OK
North Ryde T1 - Level 4,50002617985_4103742940_CERTS,6403541,150,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617985_4103742940,6182741,100.0000,2026-07-01,,False,Electricity Large Market,Origin,North Ryde T1 - Level 4,,4103742940,1,1,1,50002617985_4103742940,"Mar26,Apr26,May26,Jun26,Jul26,Aug26","Jul26,Aug26",16027.0,16027.0,-10.58,0.0,0.0,LGCs NSW 24-25,OK
North Ryde T3 - Level 2,50002617958_4103759848_CERTS,6403542,151,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617958_4103759848,6182726,100.0000,2026-07-01,,False,Electricity Large Market,Origin,North Ryde T3 - Level 2,,4103759848,1,1,1,50002617958_4103759848,"Mar26,Apr26,May26,Jun26,Jul26,Aug26","Jul26,Aug26",17791.0,17791.0,-11.74,0.0,0.0,LGCs NSW 24-25,OK
North Ryde T3 - Level 3,50002617952_4103759849_CERTS,6403543,152,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617952_4103759849,6182722,100.0000,2026-07-01,,False,Electricity Large Market,Origin,North Ryde T3 - Level 3,,4103759849,1,1,1,50002617952_4103759849,"Mar26,Apr26,May26,Jun26,Jul26,Aug26","Jul26,Aug26",16735.0,16735.0,-11.04,0.0,0.0,LGCs NSW 24-25,OK
PPP - HQJOC (ACT),50002617969_4001200751_CERTS,6403513,140,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617969_4001200751,6182789,100.0000,2026-07-01,,False,Electricity Large Market,Origin,PPP - HQJOC (ACT),,4001200751,1,1,1,50002617969_4001200751,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
PPP - NSW Schools 2 (Ashtonfield PS),50002716068_4103689689_CERTS,6403533,142,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002716068_4103689689,6195533,100.0000,2026-07-01,,False,Electricity Large Market,Origin,PPP - NSW Schools 2 (Ashtonfield PS),,4103689689,1,1,1,50002716068_4103689689,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
PPP - NSW Schools 2 (Elderslie PS),50002617988_4311006154_CERTS,6403560,169,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617988_4311006154,6182742,100.0000,2026-07-01,,False,Electricity Large Market,Origin,PPP - NSW Schools 2 (Elderslie PS),,4311006154,1,1,1,50002617988_4311006154,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
PPP - NSW Schools 2 (Halinda SSP),50002617986_4310934278_CERTS,6403555,164,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617986_4310934278,6182791,100.0000,2026-07-01,,False,Electricity Large Market,Origin,PPP - NSW Schools 2 (Halinda SSP),,4310934278,1,1,1,50002617986_4310934278,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
PPP - NSW Schools 2 (John Palmer PS),50002617955_4310957406_CERTS,6403558,167,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617955_4310957406,6182724,100.0000,2026-07-01,,False,Electricity Large Market,Origin,PPP - NSW Schools 2 (John Palmer PS),,4310957406,1,1,1,50002617955_4310957406,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
PPP - NSW Schools 2 (Kariong),50002617993_4103766552_CERTS,6403544,153,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617993_4103766552,6181420,100.0000,2026-07-01,,False,Electricity Large Market,Origin,PPP - NSW Schools 2 (Kariong),,4103766552,1,1,1,50002617993_4103766552,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
PPP - NSW Schools 2 (Kelso HS),50002617982_4001198085_CERTS,6403512,139,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617982_4001198085,6182790,100.0000,2026-07-01,,False,Electricity Large Market,Origin,PPP - NSW Schools 2 (Kelso HS),,4001198085,1,1,1,50002617982_4001198085,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
PPP - NSW Schools 2 (Middleton Grange PS),50002617951_4311006155_CERTS,6403561,170,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617951_4311006155,6182721,100.0000,2026-07-01,,False,Electricity Large Market,Origin,PPP - NSW Schools 2 (Middleton Grange PS),,4311006155,1,1,1,50002617951_4311006155,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
PPP - NSW Schools 2 (Ropes Crossing PS),50002617970_4310938258_CERTS,6403556,165,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617970_4310938258,6182733,100.0000,2026-07-01,,False,Electricity Large Market,Origin,PPP - NSW Schools 2 (Ropes Crossing PS),,4310938258,1,1,1,50002617970_4310938258,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
PPP - NSW Schools 2 (Rouse Hill HS),50002617959_4310984436_CERTS,6403559,168,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617959_4310984436,6182788,100.0000,2026-07-01,,False,Electricity Large Market,Origin,PPP - NSW Schools 2 (Rouse Hill HS),,4310984436,1,1,1,50002617959_4310984436,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
PPP - NSW Schools 2 (Tulimbar PS),50002716071_4310955386_CERTS,6403557,166,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002716071_4310955386,6195905,100.0000,2026-07-01,,False,Electricity Large Market,Origin,PPP - NSW Schools 2 (Tulimbar PS),,4310955386,1,1,1,50002716071_4310955386,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
PPP - NSW Schools 2 (Warnervale PS),50002617995_4103705443_CERTS,6403534,143,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617995_4103705443,6181001,100.0000,2026-07-01,,False,Electricity Large Market,Origin,PPP - NSW Schools 2 (Warnervale PS),,4103705443,1,1,1,50002617995_4103705443,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
PPP - SICEEP,50002617956_4103927808_CERTS,6403548,157,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617956_4103927808,6182725,100.0000,2026-07-01,,False,Electricity Large Market,Origin,PPP - SICEEP,,4103927808,1,1,1,50002617956_4103927808,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
PPP - SICEEP,50002617960_4103927804_CERTS,6403546,155,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617960_4103927804,6182727,100.0000,2026-07-01,,False,Electricity Large Market,Origin,PPP - SICEEP,,4103927804,1,1,1,50002617960_4103927804,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
PPP - SICEEP,50002617968_4103927806_CERTS,6403547,156,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617968_4103927806,6182732,100.0000,2026-07-01,,False,Electricity Large Market,Origin,PPP - SICEEP,,4103927806,1,1,1,50002617968_4103927806,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
PPP - SICEEP,50002617980_4103927809_CERTS,6403549,158,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617980_4103927809,6182739,100.0000,2026-07-01,,False,Electricity Large Market,Origin,PPP - SICEEP,,4103927809,1,1,1,50002617980_4103927809,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
PPP - Southbank TAFE (QLD),1003074_3116382269_CERTS,6403605,202,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,1003074_3116382269,6221496,100.0000,2026-07-01,,False,Electricity Small Market,CSEnergy,PPP - Southbank TAFE (QLD),,3116382269,1,1,1,1003074_3116382269,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
PPP - Sunshine Coast University Hospital,1003075_3120143385_CERTS,6403606,203,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,1003075_3120143385,6221497,100.0000,2026-07-01,,False,Electricity Small Market,CSEnergy,PPP - Sunshine Coast University Hospital,,3120143385,1,1,1,1003075_3120143385,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
Quarry - WOK,Copy of Eco_ICP_0005302992ENB6A_CERTS,6397563,95,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,Eco_ICP_0005302992ENB6A,6223438,100.0000,,,True,Electricity – purchased from grid [kWh],Ecotricity,Quarry - WOK,,0005302992ENB6A,1,1,1,Eco_ICP_0005302992ENB6A,"Mar26,Apr26,May26,Jun26,Jul26,Aug26","Mar26,Apr26,May26,Jun26",14178.0,0.0,0.0,23893.0,-2.42,,"NZ 'Copy of' name, no Effective From; source has Jul/Aug kWh but certificate account has none; certificate credited before 1 Jul 26"
RPQ NSW Chinderah,50002846159_4407159054_CERTS,6403565,174,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002846159_4407159054,6225313,100.0000,2026-07-01,,False,Electricity Small Market,Origin,RPQ NSW Chinderah,,4407159054,1,1,1,50002846159_4407159054,"Mar26,Apr26,May26,Jun26,Jul26,Aug26","Jul26,Aug26",62718.0,62718.0,-41.39,0.0,0.0,LGCs NSW 24-25,OK
RPQ NSW Moree,50002617997_4001287259_CERTS,6403514,141,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617997_4001287259,6182659,100.0000,2026-07-01,,False,Electricity Large Market,Origin,RPQ NSW Moree,,4001287259,1,1,1,50002617997_4001287259,"Mar26,Apr26,May26,Jun26,Jul26,Aug26","Jul26,Aug26",4238.0,4238.0,-2.8,0.0,0.0,LGCs NSW 24-25,OK
RPQ Spray Seal,1003070_3120014382_CERTS,6403599,196,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,1003070_3120014382,6221495,100.0000,2026-07-01,,False,Electricity Small Market,CSEnergy,RPQ Spray Seal,,3120014382,1,1,1,1003070_3120014382,"Mar26,Apr26,May26,Jun26,Jul26,Aug26","Jul26,Aug26",60251.0,60251.0,-42.78,0.0,0.0,LGCs QLD 24-25,OK
RPQ Spray Seal,1003072_3051770385_CERTS,6403598,195,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,1003072_3051770385,6221425,100.0000,2026-07-01,,False,Electricity Small Market,CSEnergy,RPQ Spray Seal,,3051770385,1,1,1,1003072_3051770385,"Mar26,Apr26,May26,Jun26,Jul26,Aug26","Jul26,Aug26",33153.0,33153.0,-23.54,0.0,0.0,LGCs QLD 24-25,OK
RPQ Swanbank,1003071_3120070486_CERTS,6403600,197,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,1003071_3120070486,6221424,100.0000,2026-07-01,,False,Electricity Small Market,CSEnergy,RPQ Swanbank,,3120070486,1,1,1,1003071_3120070486,"Mar26,Apr26,May26,Jun26,Jul26,Aug26","Jul26,Aug26",53544.0,53544.0,-38.02,0.0,0.0,LGCs QLD 24-25,OK
Richlands,900018192_3116600011_CERTS,6403567,176,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,900018192_3116600011,6402905,100.0000,2026-07-01,,False,Electricity Small Market,EngieAU,Richlands,,3116600011,1,1,1,900018192_3116600011,"Jul26,Aug26","Jul26,Aug26",6589.0,6589.0,-4.68,0.0,0.0,LGCs QLD 24-25,OK
Somerton Emulsion Plant,900018216_VDDD001226_CERTS,6403577,187,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,900018216_VDDD001226,6402916,100.0000,2026-07-01,,False,Electricity Small Market,EngieAU,Somerton Emulsion Plant,,VDDD001226,1,1,1,900018216_VDDD001226,"Jul26,Aug26","Jul26,Aug26",173807.0,173807.0,-135.57,0.0,0.0,LGCs Victoria 25-26,OK
Tamworth,50002617983_4001158058_CERTS,6403511,138,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,50002617983_4001158058,6182858,100.0000,2026-07-01,,False,Electricity Large Market,Origin,Tamworth,,4001158058,1,1,1,50002617983_4001158058,Mar26,none,0.0,0.0,0.0,0.0,0.0,LGCs NSW 24-25,OK
Tauranga Area Manager,Copy of Eco_ICP_1000522230PCA6E_CERTS,6397564,96,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,Eco_ICP_1000522230PCA6E,6223439,100.0000,,,True,Electricity – purchased from grid [kWh],Ecotricity,Tauranga Area Manager,,1000522230PCA6E,1,1,1,Eco_ICP_1000522230PCA6E,"Mar26,Apr26,May26,Jun26,Jul26,Aug26","Mar26,Apr26,May26,Jun26",8077.0,0.0,0.0,36602.0,-3.7,,"NZ 'Copy of' name, no Effective From; source has Jul/Aug kWh but certificate account has none; certificate credited before 1 Jul 26"
Teneriffe - Brisbane (QLD),1003084_3117134943_CERTS,6403604,201,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,1003084_3117134943,6400664,100.0000,2026-07-01,,False,Electricity Small Market,CSEnergy,Teneriffe - Brisbane (QLD),,3117134943,1,1,1,1003084_3117134943,"Apr26,May26,Jun26,Jul26,Aug26","Jul26,Aug26",17462.0,17462.0,-12.4,0.0,0.0,LGCs QLD 24-25,OK
Utilities Derrimut Office,900018212_6203753676_CERTS,6403570,180,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,900018212_6203753676,6402912,100.0000,2026-07-01,,False,Electricity Small Market,EngieAU,Utilities Derrimut Office,,6203753676,1,1,1,900018212_6203753676,"Jul26,Aug26","Jul26,Aug26",48974.0,48974.0,-38.2,0.0,0.0,LGCs Victoria 25-26,OK
Wellington Depot,Copy of Eco_ICP_1001151226CK008_CERTS,6397565,97,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,Eco_ICP_1001151226CK008,6223440,100.0000,,,True,Electricity – purchased from grid [kWh],Ecotricity,Wellington Depot,,1001151226CK008,1,1,1,Eco_ICP_1001151226CK008,"Mar26,Apr26,May26,Jun26,Jul26,Aug26","Mar26,Apr26,May26,Jun26",82822.0,0.0,0.0,150505.0,-15.22,,"NZ 'Copy of' name, no Effective From; source has Jul/Aug kWh but certificate account has none; certificate credited before 1 Jul 26"
Wiri (130 Kerrs Rd),Copy of Eco_ICP_1001240514LC3EB_CERTS,6397566,98,100% Renewable Energy Certificates,{6000013}*{6000014},Kilowatt hours,Eco_ICP_1001240514LC3EB,6223441,100.0000,,,True,Electricity – purchased from grid [kWh],Ecotricity,Wiri (130 Kerrs Rd),,1001240514LC3EB,1,1,1,Eco_ICP_1001240514LC3EB,"Mar26,Apr26,May26,Jun26,Jul26,Aug26","Mar26,Apr26,May26,Jun26",208100.0,0.0,0.0,392209.0,-39.66,,"NZ 'Copy of' name, no Effective From; source has Jul/Aug kWh but certificate account has none; certificate credited before 1 Jul 26"
Cardiff - Rail,Tenant 700000536_ZZZZ001261,6397575,109,Cardiff Electricity Apportionment,-({6000024})*{6000025},Total Cost,700000536_ZZZZ001261,6219891,100.0000,,,False,Electricity Small Market,CleanPeakEnergy,Cardiff - Rail,,ZZZZ001261,1,1,1,700000536_ZZZZ001261 | Tenant 700000536_ZZZZ001261,"Mar26,Apr26,May26,Jun26,Jul26,Aug26",none,514372.0,0.0,0.0,0.0,0.0,,OK
Cardiff - Rail,Tenant Electricity_Cardiff Rail,6397574,108,Cardiff Electricity Apportionment,-({6000024})*{6000025},Total Cost,Electricity_Cardiff Rail,6133983,100.0000,,,False,Electricity – purchased from grid [kWh],Downer,Cardiff - Rail,28 Feb 2023,Cardiff Rail,1,1,0,,none,none,0.0,0.0,0.0,0.0,0.0,,source closed 28 Feb 2023; source has no kWh in Mar-Aug 26 export
Cardiff - Rail,Tenant 1109120_5247064745,6397571,102,Cardiff Gas Tenant Apportionment,{6000022}*{6000023},GJ,1109120_5247064745,6198815,100.0000,,,False,Natural Gas - PDF Parsing,CovauEnergy,Cardiff - Rail,09 Feb 2022,5247064745,1,1,0,,none,none,0.0,0.0,0.0,0.0,0.0,,source closed 09 Feb 2022; source has no kWh in Mar-Aug 26 export
Cardiff - Rail,Tenant 51632065_5247064745,6397572,101,Cardiff Gas Tenant Apportionment,{6000022}*{6000023},GJ,51632065_5247064745,6166885,100.0000,,,False,Natural Gas - PDF Parsing,AGL,Cardiff - Rail,31 Aug 2020,5247064745,1,1,0,,none,none,0.0,0.0,0.0,0.0,0.0,,source closed 31 Aug 2020; source has no kWh in Mar-Aug 26 export
Cardiff - Rail,Tenant 7733066771_5247064745,6397570,103,Cardiff Gas Tenant Apportionment,{6000022}*{6000023},GJ,7733066771_5247064745,6207348,100.0000,,,False,Natural Gas - PDF Parsing,EnergyAustralia,Cardiff - Rail,08 Feb 2023,5247064745,1,1,0,,none,none,0.0,0.0,0.0,0.0,0.0,,source closed 08 Feb 2023; source has no kWh in Mar-Aug 26 export
Cardiff - Rail,Tenant 9248380435_5247064745,6397569,104,Cardiff Gas Tenant Apportionment,{6000022}*{6000023},GJ,9248380435_5247064745,6220412,100.0000,,,False,Natural Gas - PDF Parsing,EnergyAustralia,Cardiff - Rail,09 Jun 2023,5247064745,1,1,0,,none,none,0.0,0.0,0.0,0.0,0.0,,source closed 09 Jun 2023; source has no kWh in Mar-Aug 26 export
Cardiff - Rail,Tenant A-DF77364D_5247064745,6397573,105,Cardiff Gas Tenant Apportionment,{6000022}*{6000023},GJ,A-DF77364D_5247064745,6221346,100.0000,,,False,Natural Gas - PDF Parsing,Origin,Cardiff - Rail,18 Jun 2025,5247064745,1,1,0,,none,none,0.0,0.0,0.0,0.0,0.0,,source closed 18 Jun 2025; source has no kWh in Mar-Aug 26 export
Cardiff - Rail,Tenant Apportionment 50002958793_5247064745,6397568,100,Cardiff Gas Tenant Apportionment,{6000022}*{6000023},GJ,50002958793_5247064745,6389436,100.0000,,,False,Natural Gas - PDF Parsing,Origin,Cardiff - Rail,,5247064745,1,1,1,,none,none,0.0,0.0,0.0,0.0,0.0,,source has no kWh in Mar-Aug 26 export
Cardiff - Rail,Tenant 700000536_ZZZZ001261,6397575,106,Cardiff Tenant Apportionment,(-{6000020})*{6000021},Kilowatt hours,700000536_ZZZZ001261,6219891,100.0000,,,False,Electricity Small Market,CleanPeakEnergy,Cardiff - Rail,,ZZZZ001261,1,1,1,700000536_ZZZZ001261 | Tenant 700000536_ZZZZ001261,"Mar26,Apr26,May26,Jun26,Jul26,Aug26",none,514372.0,0.0,0.0,0.0,0.0,,OK
Cardiff - Rail,Tenant Electricity_Cardiff Rail,6397574,107,Cardiff Tenant Apportionment,(-{6000020})*{6000021},Kilowatt hours,Electricity_Cardiff Rail,6133983,100.0000,,,False,Electricity – purchased from grid [kWh],Downer,Cardiff - Rail,28 Feb 2023,Cardiff Rail,1,1,0,,none,none,0.0,0.0,0.0,0.0,0.0,,source closed 28 Feb 2023; source has no kWh in Mar-Aug 26 export
